title,link,salary,company,area,update_time,exp_title,education,com_type
Foreign Kindergarten Teacher,http://www.jobleadchina.com/job/2901,15K/MTH - 18K/MTH,Hailiang ECE,Hangzhou,"Post time: November 13, 2018",Experience: Associate,Bachelor,School
 House teacher for K-G2,http://www.jobleadchina.com/job/2894,20K/MTH - 40K/MTH,T-school,Beijing,"Post time: November 08, 2018",Experience: Executive,Bachelor,School
Foreign English Teacher,http://www.jobleadchina.com/job/2878,15K/MTH - 18K/MTH,Hailiang ECE,Hangzhou,"Post time: November 07, 2018",Experience: Associate,Bachelor,School
English Teacher for Children,http://www.jobleadchina.com/job/2035,8K/MTH - 10K/MTH,Infotop,Others,"Post time: November 05, 2018",Experience: Executive,Any education,Software
English Teacher for Children,http://www.jobleadchina.com/job/2051,8K/MTH - 10K/MTH,Infotop,Others,"Post time: November 05, 2018",Experience: Executive,Any education,Software
English Teacher for Children,http://www.jobleadchina.com/job/2019,8K/MTH - 10K/MTH,Infotop,Others,"Post time: November 05, 2018",Experience: Executive,Any education,Software
English Teacher,http://www.jobleadchina.com/job/2007,8K/MTH - 10K/MTH,Infotop,Others,"Post time: November 05, 2018",Experience: Entry Level,Any education,Software
Foreign Kindergarten Teacher,http://www.jobleadchina.com/job/2866,15K/MTH - 18K/MTH,Hailiang ECE,Hangzhou,"Post time: November 05, 2018",Experience: Associate,Bachelor,School
ESL TEACHER,http://www.jobleadchina.com/job/2865,18K/MTH - 22K/MTH,GHQD ,Ningbo,"Post time: November 02, 2018",Experience: Associate,Any education,Teaching Center
"Qualified Foreign Teachers Wanted in China, salary",http://www.jobleadchina.com/job/2844,6K/MTH - 18K/MTH,Tianshuo Education,Others,"Post time: October 31, 2018",Experience: Mid-Senior Level,Bachelor,Consultancy/Legal/Admin
USKid online teacher,http://www.jobleadchina.com/job/2843,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: October 30, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
Foreign English Teacher,http://www.jobleadchina.com/job/2841,15K/MTH - 18K/MTH,Hailiang ECE,Hangzhou,"Post time: October 29, 2018",Experience: Associate,Bachelor,School
Quanzhou Public School 2 teachers Required,http://www.jobleadchina.com/job/2431,12K/MTH - 15K/MTH,Wanfu Edu,Others,"Post time: October 29, 2018",Experience: Associate,Any education,School
 Primary Teacher in Quanzhou,http://www.jobleadchina.com/job/2066,12K/MTH - 15K/MTH,Wanfu Edu,Others,"Post time: October 29, 2018",Experience: Entry Level,Any education,School
Career Awareness Instructor,http://www.jobleadchina.com/job/2293,14K/MTH - 18K/MTH,Expert International Education,Others,"Post time: October 24, 2018",Experience: Entry Level,Bachelor,School
Urgent recruitment of ESL teacher for a public hig,http://www.jobleadchina.com/job/2097,16K/MTH - 20K/MTH,Expert International Education,Others,"Post time: October 24, 2018",Experience: Associate,Any education,School
Beijing International Kindergarten Curriculum Deve,http://www.jobleadchina.com/job/2819,15K/MTH - 20K/MTH,LCAIS,Beijing,"Post time: October 23, 2018",Experience: Entry Level,Bachelor,School
ENGLISH TEACHING IN CHINA,http://www.jobleadchina.com/job/2811,10K/MTH - 17K/MTH,ESL JOB IN CHINA,Beijing,"Post time: October 21, 2018",Experience: Entry Level,Bachelor,Teaching Center
ESL JOB IN CHINA,http://www.jobleadchina.com/job/2810,7000K/MTH - 15000K/MTH,ESL JOB IN CHINA,Beijing,"Post time: October 21, 2018",Experience: Entry Level,Any education,Teaching Center
K12 English Teacher,http://www.jobleadchina.com/job/2804,16K/MTH - 22K/MTH,Best Learning,Qingdao,"Post time: October 21, 2018",Experience: Associate,Any education,Teaching Center
English Teacher for Adult and Children,http://www.jobleadchina.com/job/2800,8000K/MTH - 13000K/MTH,Dongsheng New Material,Shanghai,"Post time: October 17, 2018",Experience: Associate,Any education,Others
Foreign Kindergarten Teacher,http://www.jobleadchina.com/job/2799,15K/MTH - 18K/MTH,Hailiang ECE,Hangzhou,"Post time: October 17, 2018",Experience: Mid-Senior Level,Bachelor,School
USKid online teacher,http://www.jobleadchina.com/job/2786,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: October 12, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
Foreign Kindergarten Teacher,http://www.jobleadchina.com/job/2785,15K/MTH - 18K/MTH,Hailiang ECE,Hangzhou,"Post time: October 12, 2018",Experience: Mid-Senior Level,Bachelor,School
Kindergarten Teacher,http://www.jobleadchina.com/job/2755,15K/MTH - 18K/MTH,Hailiang ECE,Hangzhou,"Post time: October 10, 2018",Experience: Mid-Senior Level,Bachelor,School
Foreign Kindergarten Teacher in Hangzhou,http://www.jobleadchina.com/job/2739,15K/MTH - 18K/MTH,Hailiang ECE,Hangzhou,"Post time: October 08, 2018",Experience: Mid-Senior Level,Bachelor,School
SAT Instructor at Elite Scholars of China,http://www.jobleadchina.com/job/2731,15K/MTH - 20K/MTH,JingJobs,Beijing,"Post time: September 29, 2018",Experience: Associate,Bachelor,Consultancy/Legal/Admin
"Teaching Kids in Hangzhou, RMB 15K-18K/month",http://www.jobleadchina.com/job/2726,15K/MTH - 18K/MTH,Hailiang ECE,Hangzhou,"Post time: September 29, 2018",Experience: Mid-Senior Level,Bachelor,School
"Kindergarten teacher wanted in Hangzhou, start ASA",http://www.jobleadchina.com/job/2713,15000K/MTH - 1800K/MTH,Hailiang ECE,Hangzhou,"Post time: September 27, 2018",Experience: Mid-Senior Level,Bachelor,School
USKid online teacher,http://www.jobleadchina.com/job/2689,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: September 26, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
Longyan City 1 kindergarten teacher required,http://www.jobleadchina.com/job/2655,10K/MTH - 15K/MTH,Wanfu Edu,Others,"Post time: September 25, 2018",Experience: Associate,Any education,School
Foreign Kindergarten Teacher,http://www.jobleadchina.com/job/2676,15K/MTH - 18K/MTH,Hailiang ECE,Hangzhou,"Post time: September 25, 2018",Experience: Associate,Bachelor,School
USKid online teacher,http://www.jobleadchina.com/job/2667,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: September 25, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
Xinjiang Urumqi International Kindergarten / Presc,http://www.jobleadchina.com/job/2654,15K/MTH - 20K/MTH,LCAIS,Beijing,"Post time: September 21, 2018",Experience: Entry Level,Bachelor,School
USKid online teacher,http://www.jobleadchina.com/job/2653,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: September 21, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
Foreign Teacher Manager,http://www.jobleadchina.com/job/2648,30K/MTH - 50K/MTH,Prospects Associates,Beijing,"Post time: September 20, 2018",Experience: Mid-Senior Level,Bachelor,Consultancy/Legal/Admin
Xinjiang Urumqi International Kindergarten / Presc,http://www.jobleadchina.com/job/2645,15K/MTH - 20K/MTH,LCAIS,Beijing,"Post time: September 20, 2018",Experience: Entry Level,Bachelor,School
English Teacher Wanted,http://www.jobleadchina.com/job/1980,15000K/MTH - 20000K/MTH,BBMS,Shenzhen,"Post time: September 18, 2018",Experience: Entry Level,Any education,Consultancy/Legal/Admin
English Teacher in China,http://www.jobleadchina.com/job/1935,15000K/MTH - 20000K/MTH,BBMS,Shenzhen,"Post time: September 18, 2018",Experience: Entry Level,Any education,Consultancy/Legal/Admin
ESL TEACHERS REQUIRED ,http://www.jobleadchina.com/job/2623,15000K/MTH - 25000K/MTH,MALLHAHA,Beijing,"Post time: September 17, 2018",Experience: Entry Level,Bachelor,Outsourcing
USKid online teacher,http://www.jobleadchina.com/job/2622,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: September 17, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
start in oct -fulltime native teacher,http://www.jobleadchina.com/job/2614,20K/MTH - 25K/MTH,BeneBaby,Shenzhen,"Post time: September 14, 2018",Experience: Associate,Bachelor,Teaching Center
USKid online teacher,http://www.jobleadchina.com/job/2606,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: September 13, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
Field Trainer at EtonKids,http://www.jobleadchina.com/job/2600,25K/MTH - 30K/MTH,JingJobs,Beijing,"Post time: September 12, 2018",Experience: Director,Any education,Consultancy/Legal/Admin
Full-Time English Teachers are needed now,http://www.jobleadchina.com/job/2589,14K/MTH - 14K/MTH,Relevant,Chengdu,"Post time: September 11, 2018",Experience: Associate,Bachelor,Outsourcing
Full-Time English Teachers are needed now,http://www.jobleadchina.com/job/2588,14K/MTH - 14K/MTH,Relevant,Chengdu,"Post time: September 11, 2018",Experience: Associate,Bachelor,Outsourcing
USKid online teacher,http://www.jobleadchina.com/job/2582,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: September 11, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
Summer camp English Drama Teacher,http://www.jobleadchina.com/job/2581,10K/MTH - 15K/MTH,Blue Lake Camp,Others,"Post time: September 10, 2018",Experience: Associate,Bachelor,Teaching Center
Summer camp coach,http://www.jobleadchina.com/job/2580,10K/MTH - 20K/MTH,Blue Lake Camp,Others,"Post time: September 10, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
Summer camp coach,http://www.jobleadchina.com/job/2579,10K/MTH - 20K/MTH,Blue Lake Camp,Others,"Post time: September 10, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
USKid online teacher,http://www.jobleadchina.com/job/2576,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: September 10, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
English Teacher(PX）-Full Time,http://www.jobleadchina.com/job/2571,15K/MTH - 20K/MTH,Scholastic,Others,"Post time: September 07, 2018",Experience: Entry Level,Any education,Teaching Center
USKid online teacher,http://www.jobleadchina.com/job/2569,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: September 07, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
English teacher,http://www.jobleadchina.com/job/2565,15K/MTH - 22K/MTH,IBOBI,Shenzhen,"Post time: September 07, 2018",Experience: Associate,Bachelor,Teaching Center
USKid online teacher,http://www.jobleadchina.com/job/2561,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: September 06, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
English teacher for kids,http://www.jobleadchina.com/job/2542,13K/MTH - 16K/MTH,Imagine Education Group,Wuhan,"Post time: September 04, 2018",Experience: Entry Level,Bachelor,Teaching Center
English teacher of kids,http://www.jobleadchina.com/job/2541,13000K/MTH - 16000K/MTH,Imagine Education Group,Wuhan,"Post time: September 04, 2018",Experience: Entry Level,Bachelor,Teaching Center
USKid online teacher,http://www.jobleadchina.com/job/2540,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: September 04, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
USKid online teacher,http://www.jobleadchina.com/job/2536,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: September 04, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
25K-28K(after tax)for native English teachers in B,http://www.jobleadchina.com/job/2518,25000K/MTH - 28000K/MTH,51Laoy,Beijing,"Post time: August 30, 2018",Experience: Mid-Senior Level,Bachelor,School
USKid online teacher,http://www.jobleadchina.com/job/2517,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: August 30, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
Beijing International Preschool is looking for ful,http://www.jobleadchina.com/job/2508,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: August 29, 2018",Experience: Entry Level,Bachelor,School
USKid online teacher,http://www.jobleadchina.com/job/2506,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: August 29, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
USKid online teacher,http://www.jobleadchina.com/job/2499,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: August 28, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
Beijing ChangPing district International Preschool,http://www.jobleadchina.com/job/2497,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: August 27, 2018",Experience: Entry Level,Bachelor,School
Beijing ChangPing district International Preschool,http://www.jobleadchina.com/job/2496,14K/MTH - 20K/MTH,LCAIS,Beijing,"Post time: August 26, 2018",Experience: Entry Level,Bachelor,School
Beijing ChangPing district International Preschool,http://www.jobleadchina.com/job/2494,16K/MTH - 20K/MTH,LCAIS,Beijing,"Post time: August 25, 2018",Experience: Entry Level,Bachelor,School
Beijing ChangPing district International Preschool,http://www.jobleadchina.com/job/2490,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: August 24, 2018",Experience: Entry Level,Bachelor,School
USKid online teacher,http://www.jobleadchina.com/job/2485,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: August 23, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
Beijing ChangPing International Preschool is looki,http://www.jobleadchina.com/job/2484,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: August 23, 2018",Experience: Entry Level,Bachelor,School
Beijing ChangPing International Preschool is looki,http://www.jobleadchina.com/job/2483,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: August 22, 2018",Experience: Entry Level,Bachelor,School
USKid online teacher,http://www.jobleadchina.com/job/2481,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: August 22, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
Urgent recruitment of ESL teacher for a public hig,http://www.jobleadchina.com/job/2098,14K/MTH - 18K/MTH,Expert International Education,Others,"Post time: August 22, 2018",Experience: Associate,Any education,School
Beijing ChangPing/Shandong District International ,http://www.jobleadchina.com/job/2477,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: August 21, 2018",Experience: Entry Level,Bachelor,School
Kindergarten Teacher,http://www.jobleadchina.com/job/2476,13K/MTH - 18K/MTH,OCEG,Others,"Post time: August 20, 2018",Experience: Entry Level,Any education,School
USKid online teacher,http://www.jobleadchina.com/job/2475,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: August 20, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
Beijing ChangPing/Chaoyang District International ,http://www.jobleadchina.com/job/2474,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: August 20, 2018",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/2473,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: August 17, 2018",Experience: Entry Level,Bachelor,School
Beijing ChaoYang/ChangPing District International ,http://www.jobleadchina.com/job/2472,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: August 16, 2018",Experience: Entry Level,Bachelor,School
Foreign English teacher wanted,http://www.jobleadchina.com/job/2471,5K/MTH - 15K/MTH,Fluent   English,Beijing,"Post time: August 15, 2018",Experience: Associate,Bachelor,Teaching Center
Beijing Chaoyang/ChangPing District International ,http://www.jobleadchina.com/job/2470,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: August 15, 2018",Experience: Entry Level,Bachelor,School
Beijing Chaoyang/ChangPing District International ,http://www.jobleadchina.com/job/2469,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: August 14, 2018",Experience: Entry Level,Bachelor,School
USKid online teacher,http://www.jobleadchina.com/job/2467,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: August 13, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
Beijing Chaoyang/ChangPing District International ,http://www.jobleadchina.com/job/2466,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: August 13, 2018",Experience: Entry Level,Bachelor,School
kindergarden in xi'an need English teacher asap!!!,http://www.jobleadchina.com/job/2463,12K/MTH - 17K/MTH,Field Education,Xi'an,"Post time: August 12, 2018",Experience: Mid-Senior Level,Bachelor,School
Public high school need foreign teacher urgrntly,http://www.jobleadchina.com/job/2462,10K/MTH - 15K/MTH,Field Education,Beijing,"Post time: August 12, 2018",Experience: Director,Bachelor,School
Beijing ChangPing/Chaoyang District International ,http://www.jobleadchina.com/job/2453,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: August 10, 2018",Experience: Entry Level,Bachelor,School
English teacher,http://www.jobleadchina.com/job/2452,15K/MTH - 25K/MTH,Peking Imperial Academy,Others,"Post time: August 10, 2018",Experience: Entry Level,Bachelor,School
Sports Coach,http://www.jobleadchina.com/job/2274,1K/MTH - 10K/MTH,Timess,Others,"Post time: August 09, 2018",Experience: Entry Level,Any education,Teaching Center
Sports Coach,http://www.jobleadchina.com/job/2275,1K/MTH - 10K/MTH,Timess,Nanjing,"Post time: August 09, 2018",Experience: Entry Level,Any education,Teaching Center
USKid online teacher,http://www.jobleadchina.com/job/2441,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: August 09, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
Beijing ChangPing/Chaoyang District International ,http://www.jobleadchina.com/job/2439,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: August 09, 2018",Experience: Entry Level,Bachelor,School
English teacher,http://www.jobleadchina.com/job/2438,15K/MTH - 25K/MTH,Peking Imperial Academy,Others,"Post time: August 09, 2018",Experience: Associate,Any education,School
Beijing ChangPing/Chaoyang International Kindergar,http://www.jobleadchina.com/job/2432,16K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: August 08, 2018",Experience: Entry Level,Bachelor,School
USKid online teacher,http://www.jobleadchina.com/job/2425,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: August 07, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
